# format org.openvanilla.mcbopomofo.sorted
囊-ㄋㄤˊ-胚-ㄆㄟ -6.4889
囊-ㄋㄤˊ-腫-ㄓㄨㄥˇ -6.6650
囍-ㄒㄧˇ-餅-ㄅㄧㄥˇ -7.5681
囑-ㄓㄨˇ-令-ㄌㄧㄥˋ -7.5681
囑-ㄓㄨˇ-咐-ㄈㄨˋ -5.9883
囑-ㄓㄨˇ-目-ㄇㄨˋ -6.4220
囑-ㄓㄨˇ-託-ㄊㄨㄛ -6.6650
囓-ㄋㄧㄝˋ-合-ㄏㄜˊ -7.5681
囓-ㄋㄧㄝˋ-齒-ㄔˇ-類-ㄌㄟˋ -7.4243
囚-ㄑㄧㄡˊ-人-ㄖㄣˊ -7.5681
囚-ㄑㄧㄡˊ-居-ㄐㄩ -7.5681
囚-ㄑㄧㄡˊ-徒-ㄊㄨˊ -6.9660
囚-ㄑㄧㄡˊ-房-ㄈㄤˊ -7.5681
囚-ㄑㄧㄡˊ-牢-ㄌㄠˊ -7.5681
囚-ㄑㄧㄡˊ-犯-ㄈㄢˋ -5.6543
囚-ㄑㄧㄡˊ-禁-ㄐㄧㄣˋ -5.7619
囚-ㄑㄧㄡˊ-籠-ㄌㄨㄥˊ -6.9660
囚-ㄑㄧㄡˊ-糧-ㄌㄧㄤˊ -7.5681
囚-ㄑㄧㄡˊ-衣-ㄧ -6.5681
囚-ㄑㄧㄡˊ-車-ㄔㄜ -7.5681
囚-ㄑㄧㄡˊ-首-ㄕㄡˇ-垢-ㄍㄡˋ-面-ㄇㄧㄢˋ -7.2805
四-ㄙˋ-人-ㄖㄣˊ -5.3586
四-ㄙˋ-代-ㄉㄞˋ -5.5858
四-ㄙˋ-位-ㄨㄟˋ -5.2585
四-ㄙˋ-個-ㄍㄜ˙ -4.5587
四-ㄙˋ-個-ㄍㄜ˙-人-ㄖㄣˊ -5.5792
四-ㄙˋ-個-ㄍㄜ˙-月-ㄩㄝˋ -5.3037
四-ㄙˋ-億-ㄧˋ -5.1565
四-ㄙˋ-分-ㄈㄣ -4.8357
四-ㄙˋ-分-ㄈㄣ-之-ㄓ-一-ㄧ -4.8334
四-ㄙˋ-分-ㄈㄣ-之-ㄓ-三-ㄙㄢ -5.3263
四-ㄙˋ-十-ㄕˊ -3.8662
四-ㄙˋ-十-ㄕˊ-一-ㄧ -5.1642
四-ㄙˋ-十-ㄕˊ-七-ㄑㄧ -5.0859
四-ㄙˋ-十-ㄕˊ-三-ㄙㄢ -5.0664
四-ㄙˋ-十-ㄕˊ-五-ㄨˇ -4.6871
四-ㄙˋ-十-ㄕˊ-八-ㄅㄚ -4.9530
四-ㄙˋ-十-ㄕˊ-六-ㄌㄧㄡˋ -5.0819
四-ㄙˋ-十-ㄕˊ-四-ㄙˋ -5.1063
四-ㄙˋ-十-ㄕˊ-多-ㄉㄨㄛ -4.9589
四-ㄙˋ-十-ㄕˊ-幾-ㄐㄧˇ -5.4798
四-ㄙˋ-千-ㄑㄧㄢ -4.6226
四-ㄙˋ-千-ㄑㄧㄢ-五-ㄨˇ -5.5105
四-ㄙˋ-名-ㄇㄧㄥˊ -5.6139
四-ㄙˋ-周-ㄓㄡ -4.8017
四-ㄙˋ-四-ㄙˋ -5.4747
四-ㄙˋ-國-ㄍㄨㄛˊ-地-ㄉㄧˋ-方-ㄈㄤ -5.4881
四-ㄙˋ-大-ㄉㄚˋ -5.1367
四-ㄙˋ-季-ㄐㄧˋ -5.1915
四-ㄙˋ-小-ㄒㄧㄠˇ -5.1702
四-ㄙˋ-小-ㄒㄧㄠˇ-時-ㄕˊ -5.0780
四-ㄙˋ-屆-ㄐㄧㄝˋ -5.6336
四-ㄙˋ-川-ㄔㄨㄢ -5.1367
四-ㄙˋ-年-ㄋㄧㄢˊ -4.1768
四-ㄙˋ-年-ㄋㄧㄢˊ-級-ㄐㄧˊ -4.9138
四-ㄙˋ-方-ㄈㄤ -5.2459
四-ㄙˋ-日-ㄖˋ -4.5922
四-ㄙˋ-時-ㄕˊ -5.3863
四-ㄙˋ-書-ㄕㄨ -5.5189
四-ㄙˋ-月-ㄩㄝˋ -4.4207
四-ㄙˋ-月-ㄩㄝˋ-份-ㄈㄣˋ -5.4701
四-ㄙˋ-期-ㄑㄧˊ -5.6543
四-ㄙˋ-樓-ㄌㄡˊ -5.5681
四-ㄙˋ-次-ㄘˋ -5.5036
四-ㄙˋ-歲-ㄙㄨㄟˋ -5.2542
四-ㄙˋ-段-ㄉㄨㄢˋ -5.6760
四-ㄙˋ-海-ㄏㄞˇ -5.5347
四-ㄙˋ-百-ㄅㄞˇ -4.4333
四-ㄙˋ-維-ㄨㄟˊ -5.6543
四-ㄙˋ-美-ㄇㄟˇ -5.6139
四-ㄙˋ-肢-ㄓ -5.3276
四-ㄙˋ-萬-ㄨㄢˋ -4.8997
四-ㄙˋ-萬-ㄨㄢˋ-多-ㄉㄨㄛ -5.7253
四-ㄙˋ-處-ㄔㄨˋ -4.8422
四-ㄙˋ-號-ㄏㄠˋ -5.1057
四-ㄙˋ-起-ㄑㄧˇ -5.7108
四-ㄙˋ-部-ㄅㄨˋ -5.7486
四-ㄙˋ-面-ㄇㄧㄢˋ -5.3533
四-ㄙˋ-面-ㄇㄧㄢˋ-八-ㄅㄚ-方-ㄈㄤ -5.4881
四-ㄙˋ-項-ㄒㄧㄤˋ -5.4542
四-ㄙˋ-點-ㄉㄧㄢˇ -4.7459
回-ㄏㄨㄟˊ-中-ㄓㄨㄥ -5.9660
回-ㄏㄨㄟˊ-了-ㄌㄜ˙ -5.5858
回-ㄏㄨㄟˊ-來-ㄌㄞˊ -3.9239
回-ㄏㄨㄟˊ-信-ㄒㄧㄣˋ -5.3695
回-ㄏㄨㄟˊ-到-ㄉㄠˋ -4.0676
回-ㄏㄨㄟˊ-到-ㄉㄠˋ-家-ㄐㄧㄚ-裡-ㄌㄧˇ -6.0764
回-ㄏㄨㄟˊ-升-ㄕㄥ -5.1989
回-ㄏㄨㄟˊ-去-ㄑㄩˋ -4.3201
回-ㄏㄨㄟˊ-台-ㄊㄞˊ -4.9247
回-ㄏㄨㄟˊ-合-ㄏㄜˊ -4.9149
回-ㄏㄨㄟˊ-味-ㄨㄟˋ -5.2759
回-ㄏㄨㄟˊ-回-ㄏㄨㄟˊ -6.0366
回-ㄏㄨㄟˊ-國-ㄍㄨㄛˊ -4.7871
回-ㄏㄨㄟˊ-報-ㄅㄠˋ -5.0392
回-ㄏㄨㄟˊ-填-ㄊㄧㄢˊ -6.0630
回-ㄏㄨㄟˊ-娘-ㄋㄧㄤˊ-家-ㄐㄧㄚ -5.9472
回-ㄏㄨㄟˊ-家-ㄐㄧㄚ -4.2125
回-ㄏㄨㄟˊ-復-ㄈㄨˋ -5.0998
回-ㄏㄨㄟˊ-想-ㄒㄧㄤˇ -4.9660
回-ㄏㄨㄟˊ-想-ㄒㄧㄤˇ-起-ㄑㄧˇ -5.5322
回-ㄏㄨㄟˊ-想-ㄒㄧㄤˇ-起-ㄑㄧˇ-來-ㄌㄞˊ -5.8656
回-ㄏㄨㄟˊ-憶-ㄧˋ -4.5371
回-ㄏㄨㄟˊ-憶-ㄧˋ-起-ㄑㄧˇ -5.9472
回-ㄏㄨㄟˊ-憶-ㄧˋ-錄-ㄌㄨˋ -5.4331
回-ㄏㄨㄟˊ-應-ㄧㄥˋ -4.3341
回-ㄏㄨㄟˊ-扣-ㄎㄡˋ -6.0630
回-ㄏㄨㄟˊ-收-ㄕㄡ -4.4933
回-ㄏㄨㄟˊ-收-ㄕㄡ-率-ㄌㄩˋ -5.6462
回-ㄏㄨㄟˊ-教-ㄐㄧㄠˋ -5.1807
回-ㄏㄨㄟˊ-教-ㄐㄧㄠˋ-徒-ㄊㄨˊ -5.8011
回-ㄏㄨㄟˊ-文-ㄨㄣˊ -5.8357
回-ㄏㄨㄟˊ-春-ㄔㄨㄣ -5.9449
回-ㄏㄨㄟˊ-本-ㄅㄣˇ -6.0910
回-ㄏㄨㄟˊ-檔-ㄉㄤˇ -5.3863
回-ㄏㄨㄟˊ-歸-ㄍㄨㄟ -4.7331
回-ㄏㄨㄟˊ-歸-ㄍㄨㄟ-到-ㄉㄠˋ -5.2908
回-ㄏㄨㄟˊ-流-ㄌㄧㄡˊ -5.2894
回-ㄏㄨㄟˊ-溯-ㄙㄨˋ -5.4609
回-ㄏㄨㄟˊ-程-ㄔㄥˊ -5.5267
回-ㄏㄨㄟˊ-答-ㄉㄚˊ -4.2551
回-ㄏㄨㄟˊ-答-ㄉㄚˊ-說-ㄕㄨㄛ -5.4605
回-ㄏㄨㄟˊ-籠-ㄌㄨㄥˊ -5.9449
回-ㄏㄨㄟˊ-紇-ㄏㄜˊ -5.9247
回-ㄏㄨㄟˊ-絕-ㄐㄩㄝˊ -6.0118
回-ㄏㄨㄟˊ-聲-ㄕㄥ -6.0630
回-ㄏㄨㄟˊ-覆-ㄈㄨˋ -5.2628
回-ㄏㄨㄟˊ-話-ㄏㄨㄚˋ -6.0630
回-ㄏㄨㄟˊ-過-ㄍㄨㄛˋ -5.4542
回-ㄏㄨㄟˊ-過-ㄍㄨㄛˋ-頭-ㄊㄡˊ -5.5105
回-ㄏㄨㄟˊ-鄉-ㄒㄧㄤ -6.0630
回-ㄏㄨㄟˊ-鍋-ㄍㄨㄛ -6.0366
回-ㄏㄨㄟˊ-音-ㄧㄣ -5.9660
回-ㄏㄨㄟˊ-響-ㄒㄧㄤˇ -5.6139
回-ㄏㄨㄟˊ-頭-ㄊㄡˊ -4.6896
回-ㄏㄨㄟˊ-頭-ㄊㄡˊ-路-ㄌㄨˋ -5.8445
回-ㄏㄨㄟˊ-顧-ㄍㄨˋ -4.7369
回-ㄏㄨㄟˊ-顧-ㄍㄨˋ-過-ㄍㄨㄛˋ-去-ㄑㄩˋ -5.7754
回-ㄏㄨㄟˊ-饋-ㄎㄨㄟˋ -4.7565
回-ㄏㄨㄟˊ-饋-ㄎㄨㄟˋ-給-ㄍㄟˇ -5.8928
回-ㄏㄨㄟˊ-首-ㄕㄡˇ -5.4475
囟-ㄒㄧㄣˋ-門-ㄇㄣˊ -7.2671
因-ㄧㄣ-之-ㄓ -5.3978
因-ㄧㄣ-人-ㄖㄣˊ -5.5950
因-ㄧㄣ-人-ㄖㄣˊ-而-ㄦˊ-異-ㄧˋ -5.4744
因-ㄧㄣ-公-ㄍㄨㄥ -5.9449
因-ㄧㄣ-公-ㄍㄨㄥ-殉-ㄒㄩㄣˋ-職-ㄓˊ -6.6785
因-ㄧㄣ-公-ㄍㄨㄥ-請-ㄑㄧㄥˇ-假-ㄐㄧㄚˋ -6.9795
因-ㄧㄣ-利-ㄌㄧˋ-乘-ㄔㄥˊ-便-ㄅㄧㄢˋ -6.9795
因-ㄧㄣ-勢-ㄕˋ-利-ㄌㄧˋ-導-ㄉㄠˇ -6.5024
因-ㄧㄣ-噎-ㄧㄝ-廢-ㄈㄟˋ-食-ㄕˊ -6.0253
因-ㄧㄣ-地-ㄉㄧˋ -5.7757
因-ㄧㄣ-地-ㄉㄧˋ-制-ㄓˋ-宜-ㄧˊ -5.8656
因-ㄧㄣ-子-ㄗˇ -5.0094
因-ㄧㄣ-小-ㄒㄧㄠˇ-失-ㄕ-大-ㄉㄚˋ -6.2805
因-ㄧㄣ-年-ㄋㄧㄢˊ -6.4220
因-ㄧㄣ-年-ㄋㄧㄢˊ-而-ㄦˊ-異-ㄧˋ -7.2805
因-ㄧㄣ-式-ㄕˋ -7.2671
因-ㄧㄣ-循-ㄒㄩㄣˊ -6.2257
因-ㄧㄣ-應-ㄧㄥˋ -4.3538
因-ㄧㄣ-應-ㄧㄥˋ-之-ㄓ-道-ㄉㄠˋ -6.0764
因-ㄧㄣ-才-ㄘㄞˊ-施-ㄕ-教-ㄐㄧㄠˋ -6.9795
因-ㄧㄣ-故-ㄍㄨˋ -5.8521
因-ㄧㄣ-故-ㄍㄨˋ-取-ㄑㄩˇ-消-ㄒㄧㄠ -6.9795
因-ㄧㄣ-故-ㄍㄨˋ-未-ㄨㄟˋ-來-ㄌㄞˊ -7.2805
因-ㄧㄣ-故-ㄍㄨˋ-辭-ㄘˊ-職-ㄓˊ -7.2805
因-ㄧㄣ-數-ㄕㄨˋ -6.5681
因-ㄧㄣ-日-ㄖˋ -6.2671
因-ㄧㄣ-時-ㄕˊ-制-ㄓˋ-宜-ㄧˊ -6.6785
因-ㄧㄣ-材-ㄘㄞˊ -6.0118
因-ㄧㄣ-材-ㄘㄞˊ-施-ㄕ-教-ㄐㄧㄠˋ -5.8034
因-ㄧㄣ-果-ㄍㄨㄛˇ -5.1772
因-ㄧㄣ-果-ㄍㄨㄛˇ-關-ㄍㄨㄢ-係-ㄒㄧˋ -5.5993
因-ㄧㄣ-此-ㄘˇ -3.4680
因-ㄧㄣ-此-ㄘˇ-之-ㄓ-故-ㄍㄨˋ -6.9795
因-ㄧㄣ-此-ㄘˇ-在-ㄗㄞˋ -5.1456
因-ㄧㄣ-此-ㄘˇ-是-ㄕˋ -6.2782
因-ㄧㄣ-此-ㄘˇ-會-ㄏㄨㄟˋ -6.0441
因-ㄧㄣ-此-ㄘˇ-有-ㄧㄡˇ -5.4701
因-ㄧㄣ-此-ㄘˇ-而-ㄦˊ -5.3524
因-ㄧㄣ-此-ㄘˇ-能-ㄋㄥˊ -6.0441
因-ㄧㄣ-為-ㄨㄟˋ -2.9804
因-ㄧㄣ-為-ㄨㄟˋ-是-ㄕˋ -4.8803
因-ㄧㄣ-為-ㄨㄟˋ-會-ㄏㄨㄟˋ -5.7616
因-ㄧㄣ-為-ㄨㄟˋ-有-ㄧㄡˇ -4.6984
因-ㄧㄣ-為-ㄨㄟˋ-能-ㄋㄥˊ -6.4243
因-ㄧㄣ-由-ㄧㄡˊ -6.6650
因-ㄧㄣ-病-ㄅㄧㄥˋ -5.8869
因-ㄧㄣ-病-ㄅㄧㄥˋ-未-ㄨㄟˋ-來-ㄌㄞˊ -7.2805
因-ㄧㄣ-病-ㄅㄧㄥˋ-請-ㄑㄧㄥˇ-假-ㄐㄧㄚˋ -7.2805
因-ㄧㄣ-禍-ㄏㄨㄛˋ-得-ㄉㄜˊ-福-ㄈㄨˊ -6.9795
因-ㄧㄣ-素-ㄙㄨˋ -4.1209
因-ㄧㄣ-緣-ㄩㄢˊ -5.2585
因-ㄧㄣ-緣-ㄩㄢˊ-際-ㄐㄧˋ-會-ㄏㄨㄟˋ -5.4744
因-ㄧㄣ-而-ㄦˊ -4.4276
因-ㄧㄣ-而-ㄦˊ-在-ㄗㄞˋ -6.4243
因-ㄧㄣ-而-ㄦˊ-會-ㄏㄨㄟˋ -6.8223
因-ㄧㄣ-而-ㄦˊ-有-ㄧㄡˇ -6.8223
因-ㄧㄣ-襲-ㄒㄧˊ -6.3128
因-ㄧㄣ-陋-ㄌㄡˋ-就-ㄐㄧㄡˋ-簡-ㄐㄧㄢˇ -6.0764
因-ㄧㄣ-雨-ㄩˇ -6.4889
因-ㄧㄣ-革-ㄍㄜˊ -6.9660
囡-ㄋㄢ-仔-ㄗˇ -6.9660
囡-ㄋㄢ-仔-ㄗㄞˇ -6.9660
囡-ㄋㄢ-囡-ㄋㄢ -6.4889
囤-ㄊㄨㄣˊ-積-ㄐㄧ -5.3978
囤-ㄊㄨㄣˊ-積-ㄐㄧ-居-ㄐㄩ-奇-ㄑㄧˊ -6.2805
囫-ㄏㄨˊ-圇-ㄌㄨㄣˊ -6.0118
囫-ㄏㄨˊ-圇-ㄌㄨㄣˊ-吞-ㄊㄨㄣ-棗-ㄗㄠˇ -5.9003
囫-ㄏㄨˊ-圇-ㄌㄨㄣˊ-竹-ㄓㄨˊ -7.4243
困-ㄎㄨㄣˋ-乏-ㄈㄚˊ -6.9660
困-ㄎㄨㄣˋ-住-ㄓㄨˋ -6.3640
困-ㄎㄨㄣˋ-倦-ㄐㄩㄢˋ -7.2671
困-ㄎㄨㄣˋ-厄-ㄜˋ -7.2671
困-ㄎㄨㄣˋ-在-ㄗㄞˋ -5.8521
困-ㄎㄨㄣˋ-境-ㄐㄧㄥˋ -4.5950
困-ㄎㄨㄣˋ-守-ㄕㄡˇ -6.6650
困-ㄎㄨㄣˋ-局-ㄐㄩˊ -6.1879
困-ㄎㄨㄣˋ-心-ㄒㄧㄣ-衡-ㄏㄥˊ-慮-ㄌㄩˋ -6.9795
困-ㄎㄨㄣˋ-惑-ㄏㄨㄛˋ -5.2377
困-ㄎㄨㄣˋ-擾-ㄖㄠˇ -4.4992
困-ㄎㄨㄣˋ-於-ㄩˊ -6.2257
困-ㄎㄨㄣˋ-獸-ㄕㄡˋ -6.5681
困-ㄎㄨㄣˋ-獸-ㄕㄡˋ-之-ㄓ-鬥-ㄉㄡˋ -6.5024
困-ㄎㄨㄣˋ-獸-ㄕㄡˋ-猶-ㄧㄡˊ-鬥-ㄉㄡˋ -7.2805
困-ㄎㄨㄣˋ-窘-ㄐㄩㄥˇ -5.8047
困-ㄎㄨㄣˋ-窮-ㄑㄩㄥˊ -7.2671
困-ㄎㄨㄣˋ-苦-ㄎㄨˇ -5.5858
困-ㄎㄨㄣˋ-阨-ㄜˋ -7.5681
困-ㄎㄨㄣˋ-難-ㄋㄢˊ -4.0514
困-ㄎㄨㄣˋ-難-ㄋㄢˊ-度-ㄉㄨˋ -5.4331
困-ㄎㄨㄣˋ-難-ㄋㄢˊ-的-ㄉㄜ˙ -4.9994
困-ㄎㄨㄣˋ-難-ㄋㄢˊ-重-ㄔㄨㄥˊ-重-ㄔㄨㄥˊ -5.5024
困-ㄎㄨㄣˋ-頓-ㄉㄨㄣˋ -5.7900
囹-ㄌㄧㄥˊ-圄-ㄩˇ -6.2257
固-ㄍㄨˋ-化-ㄏㄨㄚˋ -6.4889
固-ㄍㄨˋ-化-ㄏㄨㄚˋ-劑-ㄐㄧˋ -7.4243
固-ㄍㄨˋ-執-ㄓˊ -5.3806
固-ㄍㄨˋ-執-ㄓˊ-己-ㄐㄧˇ-見-ㄐㄧㄢˋ -6.9795
固-ㄍㄨˋ-如-ㄖㄨˊ -7.5681
固-ㄍㄨˋ-守-ㄕㄡˇ -5.9247
固-ㄍㄨˋ-守-ㄕㄡˇ-崗-ㄍㄤ-位-ㄨㄟˋ -7.2805
固-ㄍㄨˋ-定-ㄉㄧㄥˋ -4.3454
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-下-ㄒㄧㄚˋ-來-ㄌㄞˊ -6.2805
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-值-ㄓˊ -7.4243
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-床-ㄔㄨㄤˊ -7.4243
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-式-ㄕˋ -6.2782
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-性-ㄒㄧㄥˋ -7.1233
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-成-ㄔㄥˊ-本-ㄅㄣˇ -6.3774
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-收-ㄕㄡ-入-ㄖㄨˋ -6.6785
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-物-ㄨˋ -7.4243
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-班-ㄅㄢ-次-ㄘˋ -6.5024
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-的-ㄉㄜ˙ -5.1456
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-資-ㄗ-本-ㄅㄣˇ -7.2805
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-資-ㄗ-產-ㄔㄢˇ -6.9795
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-資-ㄗ-金-ㄐㄧㄣ -7.2805
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-量-ㄌㄧㄤˋ -7.4243
固-ㄍㄨˋ-定-ㄉㄧㄥˋ-額-ㄜˊ -6.8223
固-ㄍㄨˋ-實-ㄕˊ -7.5681
固-ㄍㄨˋ-山-ㄕㄢ -7.5681
固-ㄍㄨˋ-態-ㄊㄞˋ -5.9449
固-ㄍㄨˋ-態-ㄊㄞˋ-燃-ㄖㄢˊ-料-ㄌㄧㄠˋ -7.2805
固-ㄍㄨˋ-接-ㄐㄧㄝ-式-ㄕˋ -6.3451
固-ㄍㄨˋ-於-ㄩˊ -6.7900
固-ㄍㄨˋ-有-ㄧㄡˇ -5.4220
固-ㄍㄨˋ-有-ㄧㄡˇ-性-ㄒㄧㄥˋ -7.1233
固-ㄍㄨˋ-有-ㄧㄡˇ-文-ㄨㄣˊ-化-ㄏㄨㄚˋ -6.5024
固-ㄍㄨˋ-有-ㄧㄡˇ-頻-ㄆㄧㄣˊ-率-ㄌㄩˋ -7.2805
固-ㄍㄨˋ-氮-ㄉㄢˋ -7.5681
固-ㄍㄨˋ-氮-ㄉㄢˋ-作-ㄗㄨㄛˋ-用-ㄩㄥˋ -7.2805
固-ㄍㄨˋ-氮-ㄉㄢˋ-菌-ㄐㄩㄣˋ -7.4243
固-ㄍㄨˋ-溶-ㄖㄨㄥˊ-體-ㄊㄧˇ -7.4243
固-ㄍㄨˋ-為-ㄨㄟˊ -6.7900
固-ㄍㄨˋ-無-ㄨˊ -6.9660
固-ㄍㄨˋ-然-ㄖㄢˊ -4.7885
固-ㄍㄨˋ-然-ㄖㄢˊ-在-ㄗㄞˋ -6.8223
固-ㄍㄨˋ-然-ㄖㄢˊ-是-ㄕˋ -5.8011
固-ㄍㄨˋ-然-ㄖㄢˊ-會-ㄏㄨㄟˋ -7.4243
固-ㄍㄨˋ-然-ㄖㄢˊ-有-ㄧㄡˇ -6.0441
固-ㄍㄨˋ-結-ㄐㄧㄝˊ -6.2257
固-ㄍㄨˋ-網-ㄨㄤˇ -6.1209
固-ㄍㄨˋ-若-ㄖㄨㄛˋ-金-ㄐㄧㄣ-湯-ㄊㄤ -6.5024
固-ㄍㄨˋ-醇-ㄔㄨㄣˊ -5.1807
固-ㄍㄨˋ-陋-ㄌㄡˋ -6.6650
固-ㄍㄨˋ-體-ㄊㄧˇ -5.9660
固-ㄍㄨˋ-體-ㄊㄧˇ-化-ㄏㄨㄚˋ -7.4243
固-ㄍㄨˋ-體-ㄊㄧˇ-燃-ㄖㄢˊ-料-ㄌㄧㄠˋ -6.9795
固-ㄍㄨˋ-魚-ㄩˊ -6.3128
囿-ㄧㄡˋ-於-ㄩˊ-一-ㄧ-時-ㄕˊ -7.2805
囿-ㄧㄡˋ-於-ㄩˊ-一-ㄧˋ-時-ㄕˊ -7.2805
囿-ㄧㄡˋ-於-ㄩˊ-成-ㄔㄥˊ-見-ㄐㄧㄢˋ -7.2805
圈-ㄑㄩㄢ-住-ㄓㄨˋ -6.9660
圈-ㄑㄩㄢ-內-ㄋㄟˋ -5.6873
圈-ㄑㄩㄢ-內-ㄋㄟˋ-人-ㄖㄣˊ -6.2202
圈-ㄑㄩㄢ-圈-ㄑㄩㄢ -5.3276
圈-ㄑㄩㄢ-地-ㄉㄧˋ -6.5681
圈-ㄑㄩㄢ-外-ㄨㄞˋ -6.1879
圈-ㄑㄩㄢ-外-ㄨㄞˋ-人-ㄖㄣˊ -6.6462
圈-ㄑㄩㄢ-套-ㄊㄠˋ -5.8691
圈-ㄑㄩㄢ-子-ㄗ˙ -5.2848
圈-ㄑㄩㄢ-子-ㄗ˙-裡-ㄌㄧˇ -6.0093
圈-ㄑㄩㄢ-形-ㄒㄧㄥˊ -7.2671
圈-ㄑㄩㄢ-樑-ㄌㄧㄤˊ -7.5681
圈-ㄑㄩㄢ-環-ㄏㄨㄢˊ -7.2671
圈-ㄑㄩㄢ-裡-ㄌㄧˇ -6.1209
圈-ㄑㄩㄢ-裡-ㄌㄧˇ-人-ㄖㄣˊ -7.4243
圈-ㄑㄩㄢ-起-ㄑㄧˇ -7.5681
圈-ㄑㄩㄢ-起-ㄑㄧˇ-來-ㄌㄞˊ -7.4243
圈-ㄑㄩㄢ-選-ㄒㄩㄢˇ -6.2671
圈-ㄑㄩㄢ-點-ㄉㄧㄢˇ -6.9660
圉-ㄩˇ-限-ㄒㄧㄢˋ -7.5681
國-ㄍㄨㄛˊ-一-ㄧ -4.8779
國-ㄍㄨㄛˊ-三-ㄙㄢ -5.0824
國-ㄍㄨㄛˊ-中-ㄓㄨㄥ -4.1160
國-ㄍㄨㄛˊ-中-ㄓㄨㄥ-小-ㄒㄧㄠˇ -5.1365
國-ㄍㄨㄛˊ-中-ㄓㄨㄥ-生-ㄕㄥ -5.1105
國-ㄍㄨㄛˊ-二-ㄦˋ -5.0998
國-ㄍㄨㄛˊ-人-ㄖㄣˊ -4.2977
國-ㄍㄨㄛˊ-代-ㄉㄞˋ -5.1879
國-ㄍㄨㄛˊ-內-ㄋㄟˋ -3.5849
國-ㄍㄨㄛˊ-內-ㄋㄟˋ-外-ㄨㄞˋ -4.5905
國-ㄍㄨㄛˊ-務-ㄨˋ -5.0265
國-ㄍㄨㄛˊ-務-ㄨˋ-院-ㄩㄢˋ -5.1063
國-ㄍㄨㄛˊ-土-ㄊㄨˇ -4.8406
國-ㄍㄨㄛˊ-外-ㄨㄞˋ -4.1069
國-ㄍㄨㄛˊ-大-ㄉㄚˋ -4.8815
國-ㄍㄨㄛˊ-學-ㄒㄩㄝˊ -5.1807
國-ㄍㄨㄛˊ-宅-ㄓㄞˊ -4.9574
國-ㄍㄨㄛˊ-家-ㄐㄧㄚ -3.3600
國-ㄍㄨㄛˊ-家-ㄐㄧㄚ-主-ㄓㄨˇ-義-ㄧˋ -5.1666
國-ㄍㄨㄛˊ-家-ㄐㄧㄚ-公-ㄍㄨㄥ-園-ㄩㄢˊ -4.2399
國-ㄍㄨㄛˊ-家-ㄐㄧㄚ-安-ㄢ-全-ㄑㄩㄢˊ -5.0819
國-ㄍㄨㄛˊ-家-ㄐㄧㄚ-音-ㄧㄣ-樂-ㄩㄝˋ-廳-ㄊㄧㄥ -5.1114
國-ㄍㄨㄛˊ-寶-ㄅㄠˇ -5.2140
國-ㄍㄨㄛˊ-小-ㄒㄧㄠˇ -4.0039
國-ㄍㄨㄛˊ-建-ㄐㄧㄢˋ -5.1565
國-ㄍㄨㄛˊ-慶-ㄑㄧㄥˋ -5.1432
國-ㄍㄨㄛˊ-教-ㄐㄧㄠˋ -4.9770
國-ㄍㄨㄛˊ-文-ㄨㄣˊ -4.6661
國-ㄍㄨㄛˊ-旗-ㄑㄧˊ -4.9748
國-ㄍㄨㄛˊ-是-ㄕˋ -5.0265
國-ㄍㄨㄛˊ-會-ㄏㄨㄟˋ -4.3148
國-ㄍㄨㄛˊ-有-ㄧㄡˇ -4.7633
國-ㄍㄨㄛˊ-樂-ㄩㄝˋ -4.9639
國-ㄍㄨㄛˊ-樂-ㄩㄝˋ-團-ㄊㄨㄢˊ -5.1788
國-ㄍㄨㄛˊ-民-ㄇㄧㄣˊ -3.7989
國-ㄍㄨㄛˊ-民-ㄇㄧㄣˊ-教-ㄐㄧㄠˋ-育-ㄩˋ -5.1666
國-ㄍㄨㄛˊ-民-ㄇㄧㄣˊ-黨-ㄉㄤˇ -3.8729
國-ㄍㄨㄛˊ-泰-ㄊㄞˋ -5.2140
國-ㄍㄨㄛˊ-營-ㄧㄥˊ -4.8997
國-ㄍㄨㄛˊ-營-ㄧㄥˊ-事-ㄕˋ-業-ㄧㄝˋ -5.0987
國-ㄍㄨㄛˊ-父-ㄈㄨˋ -5.0023
國-ㄍㄨㄛˊ-片-ㄆㄧㄢˋ -5.0418
國-ㄍㄨㄛˊ-王-ㄨㄤˊ -4.5486
國-ㄍㄨㄛˊ-產-ㄔㄢˇ -4.9553
國-ㄍㄨㄛˊ-畫-ㄏㄨㄚˋ -5.1633
國-ㄍㄨㄛˊ-科-ㄎㄜ-會-ㄏㄨㄟˋ -4.6984
